MKT%,Categories,Price%,Age%,Performance%,Size%,Reliability%,Acessibility%,Awarness%
0.213626897,0,0.091836735,0.2,0,0,-0.090909091,0.61,0.65
0.201874442,0,0.142857143,0.15,0.070175439,-0.027972028,0.151515152,0.63,0.82
0.190270753,0,0.142857143,0.2,0.035087719,0.013986014,0.087878788,0.50,0.58
0.170038679,0,0.142857143,0.15,0.052631579,-0.020979021,0.060606061,0.50,0.58
0.148616483,0,0.142857143,0.15,0.01754386,-0.006993007,-0.151515152,0.46,0.58
0.156107862,0,0.142857143,0.55,0.1,-0.033333333,0.060606061,0.54,0.55
0.235942933,1,-0.025641026,-0.585714286,0,0,-0.034482759,0.44,0.62
0.295887783,1,-0.192307692,-0.571428571,0.045454545,-0.016853933,-0.165517241,0.33,0.53
0.175878192,1,0.076923077,-0.2,0.363636364,-0.04494382,-0.034482759,0.34,0.80
0.156336171,1,0.038461538,-0.571428571,0.136363636,0.005617978,-0.034482759,0.33,0.53
0.135355473,1,0.076923077,-0.571428571,0.090909091,-0.011235955,0.003448276,0.33,0.53
0.199946431,1,0.05,-0.342857143,0.764705882,-0.071038251,-0.034482759,0.40,0.52
0.257986252,2,0.115942029,2,-0.102040816,0.098039216,0.111111111,0.61,0.77
0.171856045,2,0.072463768,1.8,-0.071428571,0.058823529,0.022222222,0.52,0.60
0.169429842,2,0.101449275,2,-0.102040816,0.078431373,0.022222222,0.41,0.48
0.167812374,2,0.101449275,2,-0.102040816,0.088235294,0.022222222,0.41,0.48
0.134654266,2,0.101449275,1.8,-0.071428571,0.058823529,0.055555556,0.41,0.48
0.171992481,2,0.085714286,2.4,-0.101123596,0.081081081,0.022222222,0.48,0.49
0.253661088,3,0.161016949,0.8,0,-0.039215686,0.102040816,0.48,0.75
0.230125523,3,0.110169492,1,0,0.006535948,0.06122449,0.37,0.58
0.188284519,3,0.118644068,0.9,0.009615385,-0.006535948,0.102040816,0.29,0.43
0.163702929,3,0.118644068,0.8,0.028846154,-0.019607843,0.020408163,0.29,0.43
0.158472803,3,0.118644068,1,-0.192307692,0.013071895,0.044897959,0.29,0.43
0.198621554,3,0.1,1.5,0,-0.03125,0.020408163,0.37,0.46
0.260869565,4,0.169491525,0.9,0,0.03125,0.081081081,0.55,0.75
0.237851662,4,0.118644068,1.1,-0.085106383,0.0625,0.027027027,0.34,0.43
0.159079284,4,0.084745763,0.8,0,0,0.027027027,0.40,0.50
0.143734015,4,0.118644068,1,-0.340425532,0.166666667,0.056756757,0.34,0.43
0.136061381,4,0.118644068,0.8,0.021276596,0,0.081081081,0.34,0.43
0.185722928,4,0.1,1.6,0,0.037735849,0.027027027,0.42,0.46
0.210205296,0,0.12244898,0.2,0.01754386,0,0.03030303,0.59,0.68
0.194287414,0,0.102040816,0.2,0,0,0.090909091,0.45,0.55
0.247991669,0,0.102040816,0.2,0,-0.006993007,0.060606061,0.63,0.75
0.196965189,0,0.12244898,0.15,0.087719298,-0.034965035,0.060606061,0.68,0.82
0.08077953,0,0.142857143,1.05,-0.035087719,0.013986014,0.060606061,0.50,0.58
0.021719726,0,-0.193877551,1.8,-0.473684211,0.188811189,-0.151515152,0.68,0.80
0.013240107,0,-0.142857143,1.8,-0.473684211,0.188811189,-0.151515152,0.50,0.53
0.013240107,0,-0.244897959,0.45,-0.614035088,0.244755245,-0.212121212,0.59,0.62
0.015620351,0,-0.183673469,0.5,-0.596491228,0.230769231,-0.151515152,0.63,0.71
0.004016662,0,-0.346938776,0.55,-0.50877193,0.216783217,-0.257575758,0.45,0.53
0.000743826,0,0.346938776,0.8,-0.298245614,-0.230769231,0.151515152,0.50,0.43
0.000892591,0,0.346938776,-0.1,-0.175438596,-0.328671329,0.151515152,0.45,0.75
0.234624146,1,-0.179487179,-0.557142857,0.272727273,-0.02247191,-0.155172414,0.34,0.53
0.222155617,1,-0.051282051,-0.585714286,0,0,-0.103448276,0.44,0.62
0.228030212,1,0.012820513,-0.2,0.363636364,-0.04494382,-0.034482759,0.50,0.80
0.13235823,1,0.076923077,-0.2,0.363636364,-0.04494382,-0.034482759,0.33,0.53
0.18091356,1,0.025641026,-0.571428571,0.045454545,-0.011235955,-0.034482759,0.44,0.71
0.001198897,1,0.435897436,-0.414285714,1.5,-0.185393258,0.206896552,0.33,0.58
0.000239779,1,0.384615385,-0.657142857,1.590909091,-0.196629213,0.24137931,0.34,0.55
0.00011989,1,0.41025641,-0.671428571,1.818181818,-0.224719101,0.206896552,0.50,0.82
0.218762636,2,0.086956522,2,-0.081632653,0.078431373,0.022222222,0.61,0.77
0.232915487,2,0.072463768,2.2,-0.102040816,0.117647059,0.022222222,0.54,0.63
0.189243833,2,0.101449275,1.8,-0.081632653,0.078431373,0.022222222,0.54,0.66
0.150828953,2,0.101449275,1.8,-0.06122449,0.068627451,0.022222222,0.51,0.60
0.126566923,2,0.101449275,1.8,-0.030612245,0.078431373,0.022222222,0.41,0.48
0.016174687,2,-0.065217391,2.8,0.06122449,0.470588235,0.111111111,0.61,0.75
0.011322281,2,-0.043478261,2.8,0.06122449,0.5,0.2,0.54,0.78
0.008896078,2,-0.043478261,6,-0.040816327,0.519607843,0.111111111,0.41,0.43
0.00849171,2,-0.043478261,3,0.06122449,0.5,0.155555556,0.54,0.58
0.00849171,2,-0.202898551,3.6,-0.367346939,0.352941176,-0.222222222,0.61,0.82
0.008087343,2,-0.043478261,3,0.06122449,0.490196078,0.111111111,0.51,0.55
0.00566114,2,-0.217391304,3.8,-0.418367347,0.401960784,-0.2,0.54,0.55
0.27039749,3,0.118644068,0.9,0,0,0.102040816,0.50,0.78
0.222280335,3,0.093220339,0.9,0,-0.019607843,0.020408163,0.48,0.75
0.19874477,3,0.118644068,1,0,0,0.06122449,0.37,0.58
0.173117155,3,0.118644068,1,0,-0.006535948,0.020408163,0.37,0.55
0.131799163,3,0.118644068,2.5,-0.096153846,0.013071895,0.020408163,0.29,0.43
0.001569038,3,-0.084745763,1.4,-0.451923077,-0.065359477,-0.265306122,0.50,0.55
0.000523013,3,-0.084745763,1.4,-0.451923077,-0.071895425,-0.285714286,0.37,0.75
0.001046025,3,-0.06779661,1.3,-0.403846154,-0.098039216,-0.285714286,0.48,0.82
0.2,4,0.118644068,0.8,0,0,0.027027027,0.52,0.75
0.347314578,4,0.110169492,1.1,-0.085106383,0.072916667,0.027027027,0.55,0.75
0.256777494,4,0.118644068,1,-0.042553191,0.052083333,0.027027027,0.44,0.55
0.118158568,4,0.118644068,2.6,-0.14893617,0.145833333,0.027027027,0.34,0.43
0.01943734,4,-0.084745763,1.4,0.212765957,0.489583333,-0.027027027,0.52,0.55
0.017391304,4,-0.06779661,1.3,0.319148936,0.4375,-0.054054054,0.55,0.82
0.02455243,4,-0.084745763,1.4,0.212765957,0.479166667,-0.054054054,0.44,0.75
0.011764706,4,-0.06779661,1.4,0.234042553,0.489583333,-0.081081081,0.29,0.68
0.005626598,4,-0.050847458,3.1,0.170212766,0.510416667,-0.054054054,0.34,0.58
0.24056668,0,0.125,0,-0.015625,0,-0.03030303,0.69,0.89
0.215774418,0,0.145833333,0.05,-0.0625,0.029411765,0.03030303,0.61,0.76
0.247513963,0,0.145833333,0,-0.078125,-0.022058824,0.048484848,0.67,1.00
0.199564092,0,0.125,0,-0.109375,0,0.090909091,0.45,0.70
0.096172184,0,0.1875,0.4,-0.0625,0.014705882,-0.027272727,0.50,0.75
0.000272442,0,-0.145833333,0.8,-0.5625,0.272058824,-0.090909091,0.67,0.98
0.20867325,1,-0.026315789,-0.671428571,-0.074074074,0.011560694,-0.103448276,0.54,0.75
0.218226707,1,0.078947368,-0.485714286,0.037037037,0,0.034482759,0.55,0.98
0.193537999,1,0,-0.414285714,0.037037037,0.005780347,-0.155172414,0.40,0.69
0.205130957,1,0.052631579,-0.428571429,-0.148148148,0.01734104,-0.034482759,0.54,0.83
0.169815371,1,0.065789474,-0.485714286,0,0,-0.137931034,0.44,0.71
0.001395449,1,0.421052632,-0.714285714,1.111111111,-0.213872832,0.24137931,0.40,0.70
0.001288106,1,0.5,-0.6,1.222222222,-0.202312139,0.106896552,0.44,0.75
0.001073422,1,0.421052632,-0.714285714,1.333333333,-0.213872832,0.103448276,0.54,0.89
0.001073422,1,0.447368421,-0.7,1.222222222,-0.190751445,0.172413793,0.54,0.76
0.178907066,2,0.583333333,3.8,-0.158878505,0.182795699,0.022222222,0.53,0.88
0.164636269,2,0.583333333,1.6,-0.074766355,0.107526882,0.022222222,0.59,0.81
0.259658893,2,0.583333333,2.2,-0.14953271,0.161290323,0,0.64,0.97
0.273233554,2,0.583333333,1.8,-0.056074766,0.096774194,0.022222222,0.56,0.68
0.114514445,2,0.71875,1.6,0,0.129032258,0.022222222,0.37,0.77
0.004176819,2,0.479166667,4,-0.093457944,0.580645161,0.073333333,0.37,0.64
0.003480682,2,0.145833333,3,-0.448598131,0.430107527,-0.231111111,0.64,1.00
0.000696136,2,0.125,3,-0.411214953,0.462365591,-0.288888889,0.56,0.89
0.000696136,2,0.145833333,3.2,-0.439252336,0.505376344,-0.244444444,0.59,0.76
0.329986905,3,0.137931034,0.7,0,0,0.102040816,0.49,0.86
0.243125273,3,0.137931034,0.8,-0.052631579,0.01369863,0.06122449,0.43,0.75
0.189000436,3,0.189655172,0.9,-0.087719298,0.047945205,0.020408163,0.51,0.95
0.175469227,3,0.137931034,0.7,-0.00877193,0,0.020408163,0.41,0.62
0.061981667,3,0.224137931,1.5,-0.149122807,0.006849315,-0.014285714,0.24,0.64
0.226113273,4,0.189655172,0.9,-0.148148148,0.174418605,0.027027027,0.58,0.95
0.230004323,4,0.137931034,0.7,-0.074074074,0.046511628,-0.054054054,0.48,0.62
0.413748379,4,0.137931034,0.6,0,0,0.027027027,0.59,0.95
0.069174233,4,0.172413793,1.5,-0.166666667,0.162790698,0.027027027,0.39,0.64
0.021184609,4,-0.068965517,1,0.055555556,0.581395349,-0.027027027,0.59,0.70
0.033722438,4,-0.051724138,1,0.092592593,0.546511628,-0.064864865,0.58,1.00
0.004755728,4,-0.068965517,1,0.166666667,0.581395349,-0.135135135,0.48,0.89
0.001297017,4,-0.051724138,1.1,0.111111111,0.627906977,-0.081081081,0.20,0.76
0.000864678,4,-0.017241379,1.8,0.111111111,0.604651163,-0.132432432,0.39,0.75
